id,fecha,dia,mes,año,victima,hora,franja_horaria,participantes,acusado,cantidad_victimas,comuna,lugar_hecho,tipo_calle,calle,cruce,direccion_normalizada,xy,x,y,rol,sexo,edad,fecha_fallecimiento
2018-0064,2018-06-25,25,6,2018,AUTO,01:15:00,1,AUTO-CARGAS,CARGAS,1,7,Varela Av. y Primera Junta,AVENIDA,VARELA AV.,PRIMERA JUNTA,VARELA AV. y PRIMERA JUNTA,Point (100435.26388900 98861.53271694),-58.45855262,-34.63953253,CONDUCTOR,MASCULINO,30.0,2018-06-25 00:00:00
2018-0065,2018-06-26,26,6,2018,MOTO,17:30:00,17,MOTO-CARGAS,CARGAS,1,1,"Pellegrini, Carlos y Juncal",CALLE,"PELLEGRINI, CARLOS",JUNCAL,"PELLEGRINI, CARLOS y JUNCAL",Point (107493.20906271 104038.93317074),-58.38161909,-34.59283447,CONDUCTOR,MASCULINO,35.0,2018-06-26 00:00:00
2018-0066,2018-06-28,28,6,2018,PEATON,11:00:00,11,PEATON-PASAJEROS,PASAJEROS,1,15,Av. Corrientes y Av. Federico Lacroze,AVENIDA,CORRIENTES AV.,"LACROZE, FEDERICO AV.","CORRIENTES AV. y LACROZE, FEDERICO AV.",Point (100750.52062158 104691.17506829),-58.45511899,-34.58698157,PEATON,MASCULINO,73.0,2018-06-28 00:00:00
2018-0067,2018-06-29,29,6,2018,PASAJEROS,16:15:00,16,PASAJEROS-AUTO,AUTO,1,4,"Montes De Oca, Manuel y Finochietto Enrique Dr.",AVENIDA,"MONTES DE OCA, MANUEL AV.",FINOCHIETTO ENRIQUE DR.,"MONTES DE OCA, MANUEL AV. y FINOCHIETTO ENRIQUE DR.",Point (107891.26340037 99945.61487141),-58.37724226,-34.62973033,PASAJERO_ACOMPAÑANTE,FEMENINO,81.0,2018-07-06 00:00:00
2018-0068,2018-07-01,1,7,2018,MOTO,09:00:00,9,MOTO-AUTO,AUTO,1,7,"Carabobo Av. y Alberdi, Juan Bautista Av.",AVENIDA,CARABOBO AV.,"ALBERDI, JUAN BAUTISTA AV.","CARABOBO AV. y ALBERDI, JUAN BAUTISTA AV.",Point (100718.69831349 99996.27412808),-58.45546217,-34.62930339,CONDUCTOR,MASCULINO,21.0,2018-07-01 00:00:00
2018-0069,2018-07-04,4,7,2018,BICICLETA,21:45:00,21,BICICLETA-PASAJEROS,PASAJEROS,1,2,"Córdoba Av. 2215

",AVENIDA,CORDOBA AV.,,CORDOBA AV. 2215,Point (105900.94104333 103295.18325601),-58.39897064,-34.59954925,CICLISTA,MASCULINO,20.0,2018-07-04 00:00:00
2018-0070,2018-07-07,7,7,2018,MOTO,15:45:00,15,MOTO-PASAJEROS,PASAJEROS,1,3,"Estados Unidos y Urquiza, Gral.",CALLE,ESTADOS UNIDOS,"URQUIZA, GRAL.","ESTADOS UNIDOS y URQUIZA, GRAL.",Point (104963.31095539 100886.97438212),-58.40917826,-34.62126274,CONDUCTOR,MASCULINO,33.0,2018-07-07 00:00:00
2018-0071,2018-07-10,10,7,2018,MOTO,17:50:00,17,MOTO-CARGAS,CARGAS,1,1,Moreno y Av. Huergo,AVENIDA,MORENO,"HUERGO, ING. AV.","MORENO y HUERGO, ING. AV.",Point (108808.25931028 102022.90885862),-58.36726348,-34.61099738,CONDUCTOR,MASCULINO,,2018-07-10 00:00:00
2018-0072,2018-07-11,11,7,2018,MOTO,13:15:00,13,MOTO-CARGAS,CARGAS,1,8,"AU Dellepiane kilometro 0.0, altura calle Montiel, sentido hacia el Centro Porteño",AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MONTIEL,Point (98224.62123059 93867.97738800),-58.48267426,-34.68454456,CONDUCTOR,MASCULINO,27.0,2018-07-13 00:00:00
2018-0073,2018-07-11,11,7,2018,PEATON,15:45:00,15,PEATON-CARGAS,CARGAS,1,4,"Iriarte, Gral. Av. 3400",AVENIDA,"IRIARTE, GRAL. AV.",,"IRIARTE, GRAL. AV. 3400",Point (106218.96559101 97510.98250186),-58.39546165,-34.65168841,PEATON,FEMENINO,67.0,2018-07-11 00:00:00
2018-0074,2018-07-14,14,7,2018,AUTO,06:04:00,6,AUTO-CARGAS,CARGAS,1,7,AV. JUAN B. ALBERDI 2968,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",,"ALBERDI, JUAN BAUTISTA AV. 2968",Point (99438.84176266 99501.28380301),-58.46941984,-34.63376545,CONDUCTOR,MASCULINO,25.0,2018-07-14 00:00:00
2018-0075,2018-07-15,15,7,2018,PEATON,07:30:00,7,PEATON-AUTO,AUTO,1,14,Del Libertador Av. y Ortiz De Ocampo,AVENIDA,DEL LIBERTADOR AV.,ORTIZ DE OCAMPO,DEL LIBERTADOR AV. y ORTIZ DE OCAMPO,Point (105470.75546311 105320.72785650),-58.40367321,-34.58129246,PEATON,MASCULINO,23.0,2018-07-15 00:00:00
2018-0076,2018-07-16,16,7,2018,AUTO,09:30:00,9,AUTO-CARGAS,CARGAS,1,9,"Chavez, Jorge y Paz, Gral. Av.",CALLE,"CHAVEZ, JORGE","PAZ, GRAL. AV.","CHAVEZ, JORGE y PAZ, GRAL. AV.",Point (93946.81673714 97681.68907836),-58.52932872,-34.65014993,CONDUCTOR,MASCULINO,73.0,2018-07-16 00:00:00
2018-0077,2018-07-16,16,7,2018,AUTO,23:15:00,23,AUTO-CARGAS,CARGAS,1,3,"Urquiza, Gral. y Estados Unidos",CALLE,"URQUIZA, GRAL.",ESTADOS UNIDOS,"URQUIZA, GRAL. y ESTADOS UNIDOS",Point (104963.31095539 100886.97438212),-58.40917826,-34.62126274,CONDUCTOR,MASCULINO,58.0,2018-07-17 00:00:00
2018-0078,2018-07-21,21,7,2018,PEATON,06:15:00,6,PEATON-AUTO,AUTO,1,2,Paraguay y Sánchez De Bustamante,CALLE,PARAGUAY,SANCHEZ DE BUSTAMANTE,PARAGUAY y SANCHEZ DE BUSTAMANTE,Point (104647.18963470 103830.17880585),-58.41264127,-34.59473294,PEATON,MASCULINO,27.0,2018-07-21 00:00:00
2018-0079,2018-07-23,23,7,2018,PEATON,07:15:00,7,PEATON-CARGAS,CARGAS,1,9,"De Los Corrales Av. y Paz, Gral. Av.",GRAL PAZ,DE LOS CORRALES AV.,"PAZ, GRAL. AV.","DE LOS CORRALES AV. y PAZ, GRAL. AV.",Point (95832.05571093 95505.41641999),-58.50877521,-34.66977709,PEATON,MASCULINO,,2018-07-23 00:00:00
2018-0080,2018-07-25,25,7,2018,PEATON,22:22:00,22,PEATON-AUTO,AUTO,1,9,"Alberdi, Juan Bautista Av. y Carhue",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",CARHUE,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",Point (95506.35959227 96696.89655626),-58.51232237,-34.65903530,PEATON,MASCULINO,26.0,2018-07-25 00:00:00
2018-0081,2018-07-29,29,7,2018,PEATON,06:30:00,6,MULTIPLE,MULTIPLE,1,7,Castañares Av. y Rivera Indarte Av.,AVENIDA,CASTANARES AV.,RIVERA INDARTE AV.,CASTAÃ‘ARES AV. y RIVERA INDARTE AV.,Point (101453.89687005 98180.39027169),-58.44744156,-34.64567171,PEATON,MASCULINO,35.0,2018-07-29 00:00:00
2018-0082,2018-08-01,1,8,2018,MOTO,15:53:00,15,MOTO-CARGAS,CARGAS,1,9,"Larrazabal y Garzon, Eugenio, Gral. Av.",AVENIDA,LARRAZABAL,"GARZON, EUGENIO, GRAL. AV.","LARRAZABAL y GARZON, EUGENIO, GRAL. AV.",Point (97148.03881747 96734.79106149),-58.49441273,-34.65869968,CONDUCTOR,FEMENINO,17.0,2018-08-01 00:00:00
2018-0083,2018-08-02,2,8,2018,MOTO,05:20:00,5,MOTO-CARGAS,CARGAS,1,8,"Paz, Gral. Av. y Fernandez De La Cruz, F., Gral. Av.",GRAL PAZ,"PAZ, GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PAZ, GRAL. AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Point (98491.08733048 93092.87943671),-58.47976785,-34.69153196,CONDUCTOR,MASCULINO,,2018-08-02 00:00:00
2018-0084,2018-08-03,3,8,2018,PEATON,07:25:00,7,PEATON-CARGAS,CARGAS,1,1,Av. Alicia Moreau de Justo y Cochabamba,AVENIDA,"MOREAU DE JUSTO, ALICIA AV.",COCHABAMBA,"MOREAU DE JUSTO, ALICIA AV. y COCHABAMBA",Point (108993.20201253 100735.24332429),-58.36523349,-34.62260331,PEATON,MASCULINO,45.0,2018-08-03 00:00:00
2018-0085,2018-08-03,3,8,2018,MOTO,18:16:00,18,MOTO-PASAJEROS,PASAJEROS,2,3,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,ENTRE RIOS AV.,"GARAY, JUAN DE AV.","ENTRE RIOS AV. y GARAY, JUAN DE AV.",Point (106612.54991859 100244.75667446),-58.39118948,-34.62704273,PASAJERO_ACOMPAÑANTE,FEMENINO,22.0,2018-08-03 00:00:00
2018-0085,2018-08-03,3,8,2018,MOTO,18:16:00,18,MOTO-PASAJEROS,PASAJEROS,2,3,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,ENTRE RIOS AV.,"GARAY, JUAN DE AV.","ENTRE RIOS AV. y GARAY, JUAN DE AV.",Point (106612.54991859 100244.75667446),-58.39118948,-34.62704273,CONDUCTOR,MASCULINO,30.0,2018-08-03 00:00:00
2018-0086,2018-08-10,10,8,2018,PEATON,21:44:00,21,PEATON-PASAJEROS,PASAJEROS,1,9,Directorio Av. y Guardia Nacional,AVENIDA,DIRECTORIO AV.,GUARDIA NACIONAL,DIRECTORIO AV. y GUARDIA NACIONAL,Point (97534.35415051 97682.40955825),-58.49019551,-34.65015854,PEATON,MASCULINO,40.0,2018-08-10 00:00:00
2018-0087,2018-08-15,15,8,2018,PEATON,19:20:00,19,PEATON-PASAJEROS,PASAJEROS,1,5,Pavon Av. Y Colombres,AVENIDA,PAVON AV.,COLOMBRES,PAVON AV. y COLOMBRES,Point (104296.57153484 99891.67281595),-58.41644362,-34.63023775,PEATON,MASCULINO,75.0,2018-08-20 00:00:00
2018-0088,2018-08-17,17,8,2018,MOTO,16:36:00,16,MOTO-CARGAS,CARGAS,1,12,Av. Gral. Paz y Av. Dr. Ricardo Balbín,GRAL PAZ,"PAZ, GRAL. AV.","BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",Point (96563.66494817 108815.73881056),-58.50073810,-34.54979510,CONDUCTOR,MASCULINO,,2018-08-17 00:00:00
2018-0089,2018-08-17,17,8,2018,PEATON,17:56:00,17,PEATON-PASAJEROS,PASAJEROS,1,4,Pichincha Av. y Brasil,AVENIDA,PICHINCHA AV.,BRASIL,PICHINCHA AV. y BRASIL,Point (106147.25140863 99876.44981079),-58.39626094,-34.63036565,PEATON,MASCULINO,80.0,2018-08-17 00:00:00
2018-0090,2018-08-18,18,8,2018,MOTO,10:34:00,10,MOTO-AUTO,AUTO,1,8,27 De Febrero Av. y Pergamino,AVENIDA,27 DE FEBRERO AV.,PERGAMINO,27 DE FEBRERO AV. y PERGAMINO,Point (102791.00899168 95424.06973029),-58.43284809,-34.67051543,CONDUCTOR,MASCULINO,27.0,2018-08-18 00:00:00
2018-0091,2018-08-19,19,8,2018,AUTO,18:47:00,18,AUTO-AUTO,AUTO,1,9,AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA,AUTOPISTA,AUTOPISTA PERITO MORENO,BARRAGAN,AUTOPISTA PERITO MORENO y BARRAGAN,Point (94544.31344300 99185.28796442),-58.52280139,-34.63659934,PASAJERO_ACOMPAÑANTE,FEMENINO,23.0,2018-08-19 00:00:00
2018-0092,2018-08-20,20,8,2018,MOTO,08:20:00,8,MOTO-AUTO,AUTO,1,14,Cordoba Av. y Gascon,AVENIDA,CORDOBA AV.,GASCON,CORDOBA AV. y GASCON,Point (103662.91363929 103496.49206019),-58.42336930,-34.59774487,CONDUCTOR,MASCULINO,23.0,2018-08-20 00:00:00
2018-0093,2018-08-20,20,8,2018,PEATON,08:41:00,8,PEATON-PASAJEROS,PASAJEROS,1,1,15 De Noviembre De 1889 1513,CALLE,15 DE NOVIEMBRE DE 1889,,15 DE NOVIEMBRE DE 1889 1513,Point (107004.02001368 99798.84856249),-58.38691681,-34.63105973,PEATON,MASCULINO,24.0,2018-08-20 00:00:00
2018-0094,2018-08-23,23,8,2018,MOTO,05:35:00,5,MOTO-PASAJEROS,PASAJEROS,1,14,"Salguero, Jeronimo y Beruti",CALLE,"SALGUERO, JERONIMO",BERUTI,"SALGUERO, JERONIMO y BERUTI",Point (104734.93787233 104821.22705013),-58.41169020,-34.58579880,CONDUCTOR,MASCULINO,32.0,2018-08-23 00:00:00
2018-0095,2018-08-26,26,8,2018,AUTO,00:59:00,0,AUTO-AUTO,AUTO,1,9,"Lacarra Av. y Dellepiane, Luis, Tte. Gral.",AVENIDA,LACARRA AV.,"DELLEPIANE, LUIS, TTE. GRAL.","LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",Point (99624.29795829 97569.69801131),-58.46739825,-34.65117757,PASAJERO_ACOMPAÑANTE,FEMENINO,49.0,2018-08-26 00:00:00
2018-0096,2018-08-31,31,8,2018,PEATON,22:20:00,22,PEATON-AUTO,AUTO,1,8,"AU Héctor J. Cámpora y Roca, Cnel. Av.",AUTOPISTA,AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA,"ROCA, CNEL. AV.","AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y ROCA, CNEL. AV.",Point (101692.57924565 95312.63822646),-58.44483258,-34.67152226,PEATON,MASCULINO,39.0,2018-08-31 00:00:00
2018-0097,2018-09-02,2,9,2018,AUTO,10:50:00,10,AUTO-MOVIL,OTRO,1,8,Av. Varela y Av. Int. Francisco Rabanal,AVENIDA,VARELA AV.,"RABANAL, FRANCISCO, INTENDENTE AV.","VARELA AV. y RABANAL, FRANCISCO, INTENDENTE AV.",Point (102819.52927414 96448.46140692),-58.43254025,-34.66128115,CONDUCTOR,FEMENINO,35.0,2018-09-02 00:00:00
2018-0098,2018-09-09,9,9,2018,AUTO,05:00:00,5,AUTO-AUTO,AUTO,2,8,Av. Gral. Paz e/ Ferre y Beron de Astrada,GRAL PAZ,"PAZ, GRAL. AV.",BERON DE ASTRADA,"PAZ, GRAL. AV. y BERON DE ASTRADA",Point (99203.46279192 92552.75548716),-58.47199387,-34.69640164,CONDUCTOR,MASCULINO,55.0,2018-09-09 00:00:00
2018-0098,2018-09-09,9,9,2018,AUTO,05:00:00,5,AUTO-AUTO,AUTO,2,8,Av. Gral. Paz e/ Ferre y Beron de Astrada,GRAL PAZ,"PAZ, GRAL. AV.",BERON DE ASTRADA,"PAZ, GRAL. AV. y BERON DE ASTRADA",Point (99203.46279192 92552.75548716),-58.47199387,-34.69640164,PASAJERO_ACOMPAÑANTE,MASCULINO,54.0,2018-09-09 00:00:00
2018-0099,2018-09-12,12,9,2018,PEATON,14:25:00,14,PEATON-PASAJEROS,PASAJEROS,1,7,Rivadavia Av. y Pedernera,AVENIDA,RIVADAVIA AV.,PEDERNERA,RIVADAVIA AV. y PEDERNERA,Point (99925.51296558 100002.14427355),-58.46411215,-34.62925068,PEATON,MASCULINO,18.0,2018-09-13 00:00:00
2018-0100,2018-09-20,20,9,2018,MOTO,10:30:00,10,MOTO-AUTO,AUTO,1,1,Elvira Rawson de Dellepiane 150,AVENIDA,"RAWSON DE DELLEPIANE, ELVIRA AV.",,"RAWSON DE DELLEPIANE, ELVIRA AV. 150",Point (109273.33013929 100616.46322293),-58.36217754,-34.62367156,,FEMENINO,33.0,2018-09-20 00:00:00
2018-0101,2018-09-21,21,9,2018,AUTO,00:15:00,0,MULTIPLE,MULTIPLE,1,12,"Paz, Gral. Av. y Zapiola",GRAL PAZ,"PAZ, GRAL. AV.",ZAPIOLA,"PAZ, GRAL. AV. y ZAPIOLA",Point (98376.44189669 109821.71138325),-58.48098594,-34.54073130,CONDUCTOR,MASCULINO,,2018-09-21 00:00:00
2018-0102,2018-09-21,21,9,2018,MOTO,00:30:00,0,MOTO-AUTO,AUTO,1,4,FAMATINA Y DIOGENES TABORDA,CALLE,FAMATINA,"TABORDA, DIOGENES","FAMATINA y TABORDA, DIOGENES",Point (104810.02928662 98097.69340075),-58.41083404,-34.64640709,CONDUCTOR,MASCULINO,20.0,2018-09-21 00:00:00
2018-0103,2018-09-27,27,9,2018,PEATON,17:51:00,17,PEATON-MOTO,MOTO,1,7,Av. Castañares y Bonorino,AVENIDA,CASTA?ARES AV.,"BONORINO, ESTEBAN, CNEL. AV.","CASTAÃ‘ARES AV. y BONORINO, ESTEBAN, CNEL. AV.",Point (101577.07056955 98313.98170453),-58.44609828,-34.64446729,PEATON,MASCULINO,1.0,2018-09-29 00:00:00
2018-0104,2018-10-01,1,10,2018,MOTO,08:58:00,8,MOTO-MOTO,MOTO,1,4,AU Frondizi 9 de Julio Sur y Av. Suarez,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,SUAREZ AV.,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,Point (107903.91828587 98767.43091425),-58.37709334,-34.64035082,CONDUCTOR,MASCULINO,22.0,2018-10-01 00:00:00
2018-0105,2018-10-03,3,10,2018,PEATON,18:12:00,18,PEATON-PASAJEROS,PASAJEROS,1,7,Nazca Av. y Rivadavia Av.,AVENIDA,NAZCA AV.,RIVADAVIA AV.,NAZCA AV. y RIVADAVIA AV.,Point (99418.67591727 99840.67619219),-58.46963952,-34.63070603,PEATON,FEMENINO,56.0,2018-10-03 00:00:00
2018-0106,2018-10-04,4,10,2018,MOTO,22:02:00,22,MOTO-MOTO,MOTO,1,13,"Figueroa Alcorta, Pres. Av. y Echeverria",AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",ECHEVERRIA,"FIGUEROA ALCORTA, PRES. AV. y ECHEVERRIA",Point (102437.44187502 108614.72855724),-58.43674281,-34.55161027,CONDUCTOR,MASCULINO,27.0,2018-10-04 00:00:00
2018-0107,2018-10-06,6,10,2018,PEATON,14:20:00,14,PEATON-PASAJEROS,PASAJEROS,1,3,Rivadavia Av. y Jujuy Av.,AVENIDA,RIVADAVIA AV.,JUJUY AV.,RIVADAVIA AV. y JUJUY AV.,Point (105258.35368554 102122.93231400),-58.40596860,-34.61011987,PEATON,FEMENINO,62.0,2018-10-06 00:00:00
2018-0108,2018-10-09,9,10,2018,MOTO,14:00:00,14,MOTO-AUTO,AUTO,1,1,"De Los Italianos Av. y Guemes, Macacha",AVENIDA,DE LOS ITALIANOS AV.,"GUEMES, MACACHA","DE LOS ITALIANOS AV. y GUEMES, MACACHA",Point (109333.85016626 102728.06777580),-58.36154069,-34.60463618,CONDUCTOR,MASCULINO,37.0,2018-10-10 00:00:00
2018-0109,2018-10-10,10,10,2018,PEATON,22:12:00,22,PEATON-PASAJEROS,PASAJEROS,1,1,"Tucuman y Alem, Leandro N. Av.",AVENIDA,TUCUMAN,"ALEM, LEANDRO N. AV.","TUCUMAN y ALEM, LEANDRO N. AV.",Point (108501.28725227 103169.39367565),-58.37062179,-34.60066507,PEATON,MASCULINO,34.0,2018-10-10 00:00:00
2018-0110,2018-10-13,13,10,2018,PEATON,03:05:00,3,PEATON-MOTO,MOTO,1,15,"Corrientes Av. y Gallardo, Angel Av.",AVENIDA,CORRIENTES AV.,"GALLARDO, ANGEL AV.","CORRIENTES AV. y GALLARDO, ANGEL AV.",Point (102852.69197214 103016.76479974),-58.43220014,-34.60207186,PEATON,MASCULINO,60.0,2018-10-14 00:00:00
2018-0111,2018-10-19,19,10,2018,MOTO,12:13:00,12,MOTO-CARGAS,CARGAS,1,9,AU Perito Moreno y Av. Eva Perón SENTIDO CENTRO,AUTOPISTA,AUTOPISTA PERITO MORENO,,"AUTOPISTA PERITO MORENO & PERON, EVA  AV.",Point (99423.87045126 97756.09331484),-58.46958442,-34.64949724,CONDUCTOR,MASCULINO,28.0,2018-10-19 00:00:00
2018-0112,2018-10-24,24,10,2018,MOTO,09:18:00,9,MOTO-CARGAS,CARGAS,1,15,Muñecas y Serrano,CALLE,MU?ECAS,SERRANO,MUÃ‘ECAS y SERRANO,Point (101521.41058610 103279.18839709),-58.44671397,-34.59970903,CONDUCTOR,FEMENINO,28.0,2018-10-24 00:00:00
2018-0113,2018-10-25,25,10,2018,MOTO,11:00:00,11,MOTO-CARGAS,CARGAS,1,11,"Artigas, Jose Gervasio, Gral. y Tres Arroyos",CALLE,"ARTIGAS, JOSE GERVASIO, GRAL.",TRES ARROYOS,"ARTIGAS, JOSE GERVASIO, GRAL. y TRES ARROYOS",Point (99245.93828707 101610.8222803),-58.47152163,-34.61474911,CONDUCTOR,MASCULINO,20.0,2018-10-25 00:00:00
2018-0114,2018-10-30,30,10,2018,MOTO,02:15:00,2,MOTO-AUTO,AUTO,1,1,Solis e Independencia Av.,AVENIDA,SOLIS,INDEPENDENCIA AV.,SOLIS e INDEPENDENCIA AV.,Point (106692.15004353 101239.02351805),-58.39032921,-34.61807951,CONDUCTOR,MASCULINO,23.0,2018-10-30 00:00:00
2018-0115,2018-10-31,31,10,2018,PEATON,12:30:00,12,PEATON-PASAJEROS,PASAJEROS,1,9,"Bosch, Ventura y Paz, Gral. Av.",CALLE,"BOSCH, VENTURA","PAZ, GRAL. AV.","BOSCH, VENTURA y PAZ, GRAL. AV.",Point (93987.63954589 98477.26093452),-58.52887773,-34.64297861,PEATON,MASCULINO,42.0,2018-11-01 00:00:00
2018-0116,2018-11-01,1,11,2018,PEATON,10:50:00,10,PEATON-CARGAS,CARGAS,1,8,"Paz, Gral. Av. 14800",GRAL PAZ,"PAZ, GRAL. AV.",,"PAZ, GRAL. AV. 14800",Point (97213.03214767 94392.58930391),-58.49371157,-34.67981324,PEATON,MASCULINO,48.0,2018-11-08 00:00:00
2018-0117,2018-11-04,4,11,2018,MOTO,08:15:00,8,MOTO-MOTO,MOTO,1,9,Av. Eva Perón 5321,AVENIDA,"PERON, EVA AV.",,"PERON, EVA AV. 5321",Point (98224.84159668 96577.14272605),-58.48266599,-34.66012327,CONDUCTOR,MASCULINO,30.0,2018-11-08 00:00:00
2018-0118,2018-11-05,5,11,2018,PEATON,14:49:00,14,PEATON-MOTO,MOTO,1,3,"Peron, Juan Domingo, Tte. General y Pueyrredon Av.",AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL",PUEYRREDON AV.,"PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV.",Point (105244.38396064 102386.61371612),-58.40612253,-34.60774301,PEATON,FEMENINO,80.0,2018-11-05 00:00:00
2018-0119,2018-11-05,5,11,2018,PEATON,22:35:00,22,PEATON-SD,SD,1,8,Rabanal y San Pedrito,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",SAN PEDRITO,"RABANAL, FRANCISCO, INTENDENTE AV. y SAN PEDRITO",Point (102489.86457298 96266.15892101),-58.43613623,-34.66292532,PEATON,FEMENINO,32.0,2018-11-06 00:00:00
2018-0120,2018-11-09,9,11,2018,PEATON,13:34:00,13,PEATON-AUTO,AUTO,1,12,Monroe y Alvarez Thomas Av.,AVENIDA,MONROE,ALVAREZ THOMAS AV.,MONROE y ALVAREZ THOMAS AV.,Point (98237.46824855 106343.83342545),-58.48250732,-34.57208238,PEATON,FEMENINO,51.0,2018-11-20 00:00:00
2018-0121,2018-11-09,9,11,2018,PEATON,16:32:00,16,PEATON-PASAJEROS,PASAJEROS,1,10,Rivadavia Av. y Manzoni,AVENIDA,RIVADAVIA AV.,MANZONI,RIVADAVIA AV. y MANZONI,Point (96684.78779898 99093.85665638),-58.49945705,-34.63743280,PEATON,FEMENINO,72.0,2018-11-09 00:00:00
2018-0122,2018-11-12,12,11,2018,AUTO,01:00:00,1,AUTO-AUTO,AUTO,1,8,AU Dellepiane Luis Tte. Gral. y Larrazabal,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,LARRAZABAL,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y LARRAZABAL,Point (98704.10681045 95222.62689520),-58.47743966,-34.67233407,CONDUCTOR,MASCULINO,33.0,2018-11-12 00:00:00
2018-0123,2018-11-12,12,11,2018,AUTO,03:32:00,3,AUTO-SD,SD,1,9,"Paz, Gral. Av. y Peron, Eva Av.",GRAL PAZ,"PAZ, GRAL. AV.","PERON, EVA AV.","PAZ, GRAL. AV. y PERON, EVA AV.",Point (96405.76679348 94981.38013791),-58.50251790,-34.67450313,CONDUCTOR,MASCULINO,25.0,2018-11-12 00:00:00
2018-0124,2018-11-15,15,11,2018,CARGAS,19:40:00,19,CARGAS-CARGAS,CARGAS,1,9,AU Perito Moreno y Reservistas Argentinos,AUTOPISTA,AUTOPISTA PERITO MORENO,,AUTOPISTA PERITO MORENO y RESERVISTAS ARGENTINOS,Point (94668.77734942 99160.32825286),-58.52144411,-34.63682499,CONDUCTOR,MASCULINO,44.0,2018-11-15 00:00:00
2018-0125,2018-11-16,16,11,2018,PEATON,21:12:00,21,PEATON-PASAJEROS,PASAJEROS,1,4,Saenz Av. y Ventana,AVENIDA,SAENZ AV.,VENTANA,SAENZ AV. y VENTANA,Point (104289.92773867 97606.13539657),-58.41650465,-34.65084045,PEATON,MASCULINO,29.0,2018-11-17 00:00:00
2018-0126,2018-11-18,18,11,2018,MOTO,12:11:00,12,MOTO-AUTO,AUTO,1,9,Avda. General Paz y Cnel. Ramón Falcón,GRAL PAZ,"PAZ, GRAL. AV.","FALCON, RAMON L.,CNEL.","PAZ, GRAL. AV. y FALCON, RAMON L.,CNEL.",Point (93889.86789861 98745.59348173),-58.52994219,-34.64055918,CONDUCTOR,MASCULINO,27.0,2018-11-23 00:00:00
2018-0127,2018-11-19,19,11,2018,MOTO,09:14:00,9,MOTO-MOTO,MOTO,1,12,Av. Gral. Paz y Av. de los Constituyentes,GRAL PAZ,"PAZ, GRAL. AV.",DE LOS CONSTITUYENTES AV.,"PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.",Point (95720.94836751 106663.03756022),-58.50993046,-34.56919739,CONDUCTOR,MASCULINO,29.0,2018-11-19 00:00:00
2018-0128,2018-11-25,25,11,2018,AUTO,04:30:00,4,AUTO-PASAJEROS,PASAJEROS,2,9,"Paz, Gral. Av. 11200",GRAL PAZ,"PAZ, GRAL. AV.",,"PAZ, GRAL. AV. 11200",Point (94027.41355272 98150.01779732),-58.52844623,-34.64592873,PASAJERO_ACOMPAÑANTE,MASCULINO,49.0,2018-11-25 00:00:00
2018-0128,2018-11-25,25,11,2018,AUTO,04:30:00,4,AUTO-PASAJEROS,PASAJEROS,2,9,"Paz, Gral. Av. 11200",GRAL PAZ,"PAZ, GRAL. AV.",,"PAZ, GRAL. AV. 11200",Point (94027.41355272 98150.01779732),-58.52844623,-34.64592873,PASAJERO_ACOMPAÑANTE,FEMENINO,39.0,2018-11-25 00:00:00
2018-0129,2018-11-28,28,11,2018,MOTO,04:01:00,4,MOTO-PASAJEROS,PASAJEROS,1,15,"Newbery, Jorge Av. y Guevara",AVENIDA,"NEWBERY, JORGE AV.",GUEVARA,"NEWBERY, JORGE AV. y GUEVARA",Point (101200.55632600 104694.24798650),-58.45021367,-34.58695347,CONDUCTOR,MASCULINO,37.0,2018-11-30 00:00:00
